regionCode, title, population, 2021-01-04, 2021-01-11, 2021-01-18, 2021-01-25, 2021-02-01, 2021-02-08, 2021-02-15, 2021-02-22, 2021-03-01, 2021-03-08, 2021-03-15, 2021-03-22, 2021-03-29, 2021-04-05, 2021-04-12, 2021-04-19, 2021-04-26, 2021-05-03, 2021-05-10, 2021-05-17, 2021-05-24, 2021-05-31, 2021-06-07, 2021-06-14, 2021-06-21, 2021-06-28, 2021-07-05, 2021-07-12, 2021-07-19, 2021-07-26, 2021-08-02, 2021-08-09, 2021-08-16, 2021-08-23, 2021-08-30, 2021-09-06, 2021-09-13, 2021-09-20, 2021-09-27, 2021-10-04, 2021-10-11, 2021-10-18, 2021-10-25, 2021-11-01, 2021-11-08, 2021-11-15, 2021-11-22, 2021-11-29, 2021-12-06, 2021-12-13, 2021-12-20, 2021-12-27, 2022-01-03, 2022-01-10, 2022-01-17, 2022-01-24, 2022-01-31
WK059917, Hoek van Holland, 9258, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 7, 9, 10, 12, 13, 16, 20, 23, 27, 36, 40, 43, 47, 52, 54, 58, 62, 64, 65, 66, 67, 68, 68, 69, 69, 69, 70, 70, 70, 70, 71, 71, 71, 72, 72, 72, 72, 73, 73, 73, 73, 73, 73
WK150902, Wijk 02 Silvolde-Terborg, 9250, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 8, 9, 9, 10, 11, 12, 16, 22, 28, 33, 37, 41, 43, 46, 53, 56, 61, 65, 69, 71, 71, 72, 73, 73, 73, 74, 74, 75, 75, 75, 76, 76, 76, 76, 77, 77, 77, 77, 77, 78, 78, 78, 78, 78
WK037008, Beemster, 9276, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 7, 8, 8, 9, 9, 12, 15, 17, 21, 25, 28, 31, 34, 38, 45, 53, 57, 62, 66, 70, 71, 72, 73, 74, 74, 74, 75, 75, 75, 75, 76, 76, 76, 76, 77, 77, 77, 78, 78, 78, 78, 78, 78, 78, 78
WK032111, Houten Noord-Oost, 9199, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 7, 8, 10, 12, 16, 20, 24, 28, 33, 41, 43, 47, 54, 58, 63, 68, 73, 74, 75, 76, 76, 77, 77, 78, 78, 78, 79, 79, 79, 79, 80, 80, 80, 80, 81, 81, 81, 81, 81, 81, 81, 81
WK098312, Wijk 12 Venlo-Zuid, 9132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 7, 7, 8, 10, 13, 18, 22, 26, 32, 35, 36, 38, 44, 49, 53, 56, 58, 59, 60, 60, 61, 61, 61, 62, 62, 62, 63, 63, 63, 64, 64, 64, 64, 65, 65, 65, 65, 66, 66, 66, 66, 66
WK016402, Wijk 02 Noord, 9196, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 7, 8, 9, 10, 12, 14, 16, 18, 21, 24, 29, 35, 37, 42, 47, 50, 55, 60, 61, 62, 63, 63, 64, 65, 65, 65, 66, 66, 67, 67, 67, 68, 68, 68, 69, 69, 69, 69, 69, 70, 70, 70, 70
WK032701, Wijk 01 Leusden-Centrum West, 9113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 10, 11, 13, 15, 17, 21, 24, 29, 35, 39, 43, 48, 51, 58, 62, 65, 69, 73, 74, 76, 77, 78, 78, 78, 79, 79, 79, 79, 79, 80, 80, 80, 81, 81, 81, 81, 81, 82, 82, 82, 82, 82, 82
WK036329, Dapperbuurt, 9132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 8, 10, 13, 15, 18, 25, 29, 32, 37, 41, 46, 54, 58, 59, 60, 60, 61, 62, 62, 62, 63, 63, 63, 64, 64, 64, 65, 65, 65, 66, 66, 66, 66, 66, 67, 67, 67, 67
WK165800, Wijk 00 Heeze, 9086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 8, 9, 11, 12, 13, 17, 25, 31, 36, 40, 45, 49, 52, 55, 61, 64, 67, 71, 74, 76, 77, 78, 78, 78, 79, 79, 79, 79, 80, 80, 80, 81, 81, 81, 81, 82, 82, 82, 82, 82, 82, 82, 82, 82
WK190000, Wijk 00 Bolsward, 9067, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 9, 10, 11, 14, 16, 18, 23, 27, 29, 33, 36, 40, 43, 50, 55, 58, 60, 63, 64, 66, 67, 67, 68, 68, 69, 69, 69, 70, 70, 70, 70, 71, 71, 71, 72, 72, 72, 72, 72, 73, 73, 73, 73
WK051305, Noord, 9059, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 8, 9, 11, 12, 15, 18, 22, 26, 30, 35, 38, 41, 45, 49, 55, 60, 64, 65, 66, 67, 67, 68, 68, 69, 69, 69, 69, 70, 70, 70, 70, 70, 71, 71, 71, 71, 71, 71, 72, 72, 72, 72
WK016406, Wijk 06 Wilderinkshoek, 9053, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 7, 9, 10, 13, 16, 19, 22, 26, 29, 34, 43, 45, 51, 55, 59, 64, 68, 70, 70, 71, 72, 72, 73, 73, 73, 74, 74, 74, 75, 75, 75, 75, 76, 76, 77, 77, 77, 77, 77, 77, 77, 77
WK099502, Atolwijk, 9075, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 8, 10, 13, 16, 19, 25, 29, 31, 33, 39, 43, 47, 49, 52, 53, 55, 55, 56, 56, 57, 57, 58, 58, 59, 59, 59, 60, 60, 60, 61, 61, 61, 62, 62, 62, 62, 62, 62, 62
WK158606, Wijk 06 Groenlo, 9033, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 8, 8, 10, 12, 14, 18, 24, 29, 33, 41, 45, 47, 52, 58, 61, 65, 70, 74, 77, 77, 78, 78, 79, 79, 79, 79, 80, 80, 80, 80, 81, 81, 81, 81, 82, 82, 82, 82, 82, 82, 82, 82, 82
WK021306, Wijk 06 Eerbeek, 9007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 7, 8, 9, 10, 12, 15, 18, 23, 28, 35, 38, 43, 46, 48, 58, 63, 65, 68, 72, 73, 74, 75, 75, 75, 76, 76, 76, 76, 77, 77, 77, 77, 78, 78, 78, 79, 79, 79, 79, 79, 79, 79, 79, 79
WK196914, Wijk 14, 9021, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 8, 9, 10, 11, 12, 14, 15, 22, 26, 29, 33, 37, 40, 49, 53, 57, 61, 66, 70, 73, 76, 78, 79, 79, 80, 80, 81, 81, 81, 81, 82, 82, 82, 82, 82, 83, 83, 83, 84, 84, 84, 84, 84, 84, 84
WK045304, Wijk 04 Zee- en Duinwijk, 9057, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 8, 9, 10, 11, 12, 13, 16, 20, 24, 28, 31, 35, 38, 43, 46, 50, 53, 58, 61, 62, 62, 63, 64, 64, 65, 65, 65, 66, 66, 67, 67, 67, 67, 68, 68, 68, 69, 69, 69, 69, 69, 69, 69, 69
WK193012, De Akkers, 8940, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 9, 11, 14, 19, 25, 29, 33, 34, 41, 44, 48, 50, 54, 55, 56, 57, 57, 58, 59, 59, 59, 59, 60, 60, 60, 61, 61, 61, 62, 62, 62, 62, 62, 62, 63, 63, 63, 63
WK036206, Bankras, NaN, 0, 0, 0, 0, 0, 0, 7, 8, 9, 9, 10, 11, 12, 15, 20, 25, 28, 30, 34, 36, 39, 42, 49, 54, 59, 66, 70, 71, 72, 73, 73, 74, 74, 75, 75, 75, 76, 76, 76, 76, 77, 77, 77, 77, 78, 78, 78, 78, 78, 78, 78, 78, 78, 79, 79, 79, 79
WK071805, Oost-Souburg, 8943, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 7, 8, 9, 11, 15, 18, 22, 26, 31, 35, 37, 38, 45, 49, 53, 57, 61, 64, 65, 66, 67, 68, 68, 68, 68, 69, 69, 69, 69, 70, 70, 70, 71, 71, 71, 71, 71, 71, 72, 72, 72, 72, 72
WK073700, Wijk 00 Burgum, 8933, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 8, 10, 10, 11, 12, 14, 16, 20, 24, 28, 31, 35, 37, 47, 49, 53, 56, 59, 61, 63, 66, 67, 67, 68, 68, 68, 69, 69, 69, 70, 70, 70, 70, 70, 71, 71, 71, 72, 72, 72, 72, 72, 72, 72, 72
WK053203, Stede Broec Zuid, 8949, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 8, 10, 15, 19, 24, 28, 31, 33, 40, 42, 47, 53, 56, 58, 62, 62, 64, 65, 65, 66, 66, 66, 67, 67, 68, 68, 68, 68, 68, 69, 69, 70, 70, 70, 70, 70, 70, 70, 71, 71
WK061002, Wijk 02 Sliedrecht-Centrum, 8933, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 8, 9, 10, 11, 13, 17, 21, 25, 28, 31, 37, 40, 43, 46, 49, 52, 56, 59, 60, 61, 62, 62, 63, 63, 63, 64, 64, 64, 65, 65, 65, 65, 66, 66, 66, 67, 67, 67, 67, 67, 67, 68, 68
WK098313, Wijk 13 Venlo-Oost-Noord, 8913, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 7, 8, 8, 9, 11, 13, 18, 25, 30, 35, 38, 43, 45, 47, 55, 61, 65, 69, 72, 73, 73, 74, 74, 75, 75, 75, 75, 75, 76, 76, 76, 77, 77, 77, 77, 78, 78, 78, 78, 78, 78, 78, 78, 79
WK035802, Wijk 02 Oosteinde, 8933, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 8, 10, 13, 16, 19, 22, 26, 31, 35, 45, 50, 55, 59, 63, 66, 67, 68, 69, 70, 70, 71, 71, 71, 72, 72, 72, 73, 73, 73, 74, 74, 74, 75, 75, 75, 75, 75, 75, 76
WK015309, Wijk 09 Landelijk gebied en kernen, 8951, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 8, 9, 10, 14, 17, 21, 25, 29, 32, 35, 45, 48, 55, 60, 64, 67, 71, 73, 74, 75, 75, 76, 76, 76, 77, 77, 77, 77, 78, 78, 78, 79, 79, 79, 80, 80, 80, 80, 80, 80, 80, 80
WK030801, Wijk 01 Baarn-Noord, NaN, 0, 0, 0, 0, 0, 0, 0, 6, 8, 9, 10, 15, 16, 18, 21, 25, 30, 34, 37, 40, 44, 47, 54, 58, 62, 68, 72, 74, 76, 76, 77, 77, 77, 78, 78, 79, 79, 79, 79, 80, 80, 80, 80, 81, 81, 81, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82
WK098331, Wijk 31 Tegelen-Centrum, 8865, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 9, 10, 10, 11, 13, 15, 20, 25, 30, 37, 41, 44, 46, 49, 56, 60, 63, 66, 69, 69, 70, 71, 71, 71, 72, 72, 72, 72, 73, 73, 73, 73, 73, 74, 74, 74, 74, 75, 75, 75, 75, 75, 75, 75
WK040205, Zuidoost, 8886, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 8, 9, 10, 12, 15, 18, 23, 26, 30, 34, 39, 44, 50, 54, 58, 63, 67, 68, 70, 71, 72, 72, 73, 73, 73, 74, 74, 75, 75, 75, 75, 76, 76, 77, 77, 77, 77, 77, 77, 77, 78, 78
WK030101, Wijk 01 Waterkwartier, 8858, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 8, 11, 13, 18, 24, 27, 31, 36, 39, 41, 47, 51, 54, 57, 62, 62, 63, 64, 64, 65, 65, 65, 66, 66, 66, 67, 67, 67, 67, 68, 68, 68, 69, 69, 69, 69, 69, 69, 69, 69
WK032113, Houten Zuid-Oost, 8838, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 7, 9, 11, 13, 16, 19, 24, 28, 32, 35, 43, 51, 57, 63, 68, 74, 76, 77, 79, 79, 80, 80, 81, 81, 81, 81, 82, 82, 82, 82, 82, 83, 83, 83, 83, 84, 84, 84, 84, 84, 84
WK027900, Wijk 00, 8828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 9, 9, 11, 13, 15, 17, 21, 25, 30, 33, 37, 40, 45, 48, 51, 55, 59, 60, 62, 63, 63, 63, 64, 64, 64, 65, 65, 65, 66, 66, 66, 66, 67, 67, 67, 67, 68, 68, 68, 68, 68, 68
WK048403, Zegersloot, 8824, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 8, 9, 13, 16, 19, 23, 26, 32, 36, 39, 41, 46, 49, 54, 59, 63, 64, 65, 66, 67, 67, 67, 68, 68, 69, 69, 69, 70, 70, 70, 71, 71, 71, 72, 72, 72, 72, 73, 73, 74, 74
WK040201, Centrum, 8832, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 10, 13, 16, 19, 22, 27, 30, 35, 40, 45, 55, 60, 62, 63, 64, 65, 66, 66, 67, 67, 68, 68, 68, 69, 69, 69, 70, 70, 70, 70, 71, 71, 71, 71, 71, 71, 71
WK041500, Wijk 00 Landsmeer, 8813, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 8, 8, 10, 13, 17, 20, 23, 31, 35, 39, 45, 48, 54, 58, 61, 65, 68, 69, 71, 71, 72, 72, 72, 73, 73, 73, 73, 74, 74, 74, 74, 75, 75, 75, 75, 76, 76, 76, 76, 76, 76, 76
WK039218, Europawijk, 8798, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 8, 9, 10, 12, 13, 16, 19, 21, 24, 29, 31, 36, 40, 44, 47, 52, 55, 56, 57, 58, 58, 59, 59, 59, 60, 61, 61, 62, 62, 62, 63, 63, 63, 64, 64, 64, 64, 64, 65, 65, 65, 65
WK074803, Wijk 03 Bergen op Zoom-West, 8836, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 8, 9, 10, 11, 14, 18, 24, 29, 32, 37, 42, 46, 50, 56, 62, 67, 70, 74, 75, 76, 78, 78, 78, 79, 79, 79, 80, 80, 80, 80, 81, 81, 81, 81, 81, 82, 82, 82, 82, 82, 82, 82, 82
WK036332, Indische Buurt Oost, 8822, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 10, 12, 15, 20, 24, 27, 31, 35, 40, 47, 50, 51, 52, 52, 53, 54, 54, 55, 55, 55, 56, 56, 57, 57, 57, 58, 58, 58, 59, 59, 59, 59, 59, 59, 60, 60
WK084001, Wijk 01 Sint Willebrord, 8720, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 6, 7, 8, 10, 12, 18, 23, 26, 32, 37, 40, 44, 50, 57, 62, 66, 70, 70, 71, 72, 72, 72, 73, 74, 74, 74, 74, 75, 75, 75, 76, 76, 76, 77, 77, 77, 77, 77, 77, 77, 77, 77
WK030100, Wijk 00 Centrum - De Hoven, 8719, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 6, 7, 8, 9, 12, 14, 18, 24, 31, 35, 39, 44, 47, 50, 55, 59, 61, 64, 69, 69, 70, 71, 71, 72, 72, 72, 73, 73, 73, 73, 73, 74, 74, 74, 74, 74, 75, 75, 75, 75, 75, 75, 75, 75
WK040004, Wijk 04 Nieuw Den Helder-Oost, 8722, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 9, 10, 12, 14, 16, 19, 25, 27, 30, 33, 37, 40, 43, 47, 49, 52, 55, 55, 57, 57, 57, 57, 58, 58, 58, 59, 59, 59, 60, 60, 60, 61, 61, 61, 62, 62, 62, 62, 62, 62, 62, 62
WK022206, Wijk 06, 8691, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 8, 12, 18, 26, 30, 36, 39, 41, 45, 54, 58, 62, 67, 72, 75, 75, 76, 77, 77, 77, 78, 78, 79, 79, 79, 79, 79, 80, 80, 80, 80, 81, 81, 81, 81, 81, 81, 81, 81
WK030719, Hoogland, 8655, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 8, 10, 11, 13, 16, 19, 24, 28, 34, 41, 46, 50, 59, 63, 66, 70, 74, 76, 78, 78, 79, 79, 79, 80, 80, 80, 80, 81, 81, 81, 81, 82, 82, 82, 82, 83, 83, 83, 83, 83, 83, 83
WK064201, Wijk 01 Walburg, 8683, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 10, 11, 13, 14, 17, 19, 22, 26, 31, 35, 40, 46, 49, 52, 57, 60, 62, 65, 68, 69, 70, 70, 71, 71, 72, 72, 72, 72, 72, 73, 73, 73, 74, 74, 74, 74, 75, 75, 75, 75, 75, 75, 75, 75
WK020208, Velperweg e.o., 8660, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 8, 9, 10, 10, 11, 11, 12, 13, 15, 17, 20, 24, 28, 32, 37, 40, 42, 51, 57, 64, 69, 73, 75, 76, 77, 77, 78, 78, 78, 79, 79, 79, 79, 80, 80, 80, 80, 81, 81, 81, 81, 81, 81, 81, 82, 82, 82
WK071804, Lammerenburg, 8650, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 7, 10, 13, 17, 21, 26, 30, 35, 40, 42, 45, 51, 55, 58, 62, 65, 67, 68, 69, 70, 70, 70, 71, 71, 71, 72, 72, 72, 72, 73, 73, 73, 74, 74, 74, 74, 74, 74, 74, 74, 75
WK019330, Wijk 30 Holtenbroek, 8658, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 9, 11, 14, 17, 20, 22, 26, 31, 35, 39, 43, 47, 52, 56, 57, 58, 59, 60, 60, 61, 61, 62, 62, 63, 63, 64, 64, 64, 65, 65, 66, 66, 66, 66, 66, 66, 67, 67, 67
WK088201, Wijk 01 Nieuwenhagen, 8617, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 9, 10, 14, 18, 24, 28, 32, 36, 40, 42, 45, 47, 53, 57, 60, 63, 66, 67, 68, 68, 69, 69, 70, 70, 70, 70, 71, 71, 71, 71, 71, 71, 72, 72, 72, 72, 72, 73, 73, 73, 73, 73
WK024312, Wijk 12 Drielanden, 8637, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 8, 10, 12, 15, 20, 23, 28, 32, 35, 38, 46, 51, 56, 61, 66, 68, 70, 71, 72, 73, 73, 74, 74, 74, 75, 75, 75, 76, 76, 76, 77, 77, 77, 78, 78, 78, 78, 78, 78, 78
WK085200, Wijk 00 Monnickendam, 8658, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 8, 9, 10, 13, 17, 21, 25, 29, 32, 35, 37, 41, 47, 56, 60, 64, 68, 71, 73, 73, 74, 74, 75, 76, 76, 76, 76, 77, 77, 77, 77, 78, 78, 78, 78, 79, 79, 79, 79, 79, 79, 79, 79
WK008511, Oosterwolde, 8652, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 10, 10, 11, 12, 14, 16, 19, 22, 26, 29, 32, 41, 45, 49, 57, 60, 61, 63, 67, 68, 70, 70, 71, 71, 71, 72, 72, 72, 73, 73, 73, 73, 73, 74, 75, 75, 75, 76, 76, 76, 76, 76, 76, 76
WK051819, Wijk 19 Vruchtenbuurt, 8614, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 7, 9, 10, 12, 16, 20, 24, 29, 34, 39, 44, 51, 57, 62, 67, 70, 71, 73, 74, 75, 76, 76, 77, 77, 77, 78, 78, 78, 78, 79, 79, 79, 79, 79, 80, 80, 80, 80, 80, 80, 80
WK035505, Wijk 05 Huis Ter Heide, NaN, 0, 0, 0, 0, 10, 10, 12, 13, 14, 15, 17, 21, 23, 26, 30, 33, 37, 40, 43, 46, 50, 54, 61, 63, 67, 71, 76, 77, 78, 79, 79, 79, 80, 80, 80, 80, 81, 81, 82, 82, 82, 82, 82, 82, 82, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83
WK051303, Bloemendaal, 8596, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 9, 10, 11, 13, 16, 21, 25, 31, 35, 40, 44, 47, 49, 54, 57, 62, 66, 70, 71, 72, 72, 73, 73, 73, 74, 74, 74, 74, 75, 75, 75, 75, 75, 75, 76, 76, 76, 76, 76, 77, 77, 77, 77
WK051306, Kort Haarlem, 8610, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 8, 9, 10, 11, 14, 16, 20, 24, 29, 34, 37, 39, 43, 47, 53, 57, 60, 62, 63, 64, 64, 65, 65, 65, 66, 66, 66, 67, 67, 67, 67, 67, 68, 68, 68, 68, 69, 69, 69, 69, 70, 70
WK043100, Wijk 00, 8549, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 7, 8, 10, 12, 16, 20, 24, 28, 33, 36, 39, 46, 52, 56, 60, 64, 68, 69, 70, 71, 71, 72, 72, 73, 73, 73, 73, 74, 74, 74, 74, 74, 75, 75, 75, 75, 76, 76, 76, 76, 76, 76
WK050501, Wijk 01 Binnenstad, 8540, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 7, 9, 11, 13, 16, 21, 24, 29, 34, 38, 43, 48, 52, 57, 63, 66, 67, 68, 69, 69, 70, 70, 71, 71, 71, 71, 72, 72, 72, 73, 73, 73, 73, 74, 74, 74, 74, 74, 74, 74, 74
WK036305, Haarlemmerbuurt, 8548, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 10, 13, 16, 19, 22, 31, 36, 39, 46, 50, 54, 61, 64, 65, 66, 67, 67, 68, 68, 68, 69, 69, 69, 70, 70, 70, 70, 71, 71, 71, 71, 72, 72, 72, 72, 72, 72, 72
WK073604, Vinkeveen, 8534, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 8, 9, 9, 10, 12, 13, 17, 22, 26, 30, 36, 39, 42, 45, 53, 57, 61, 65, 69, 70, 71, 72, 73, 73, 73, 74, 74, 74, 74, 75, 75, 75, 75, 76, 76, 77, 77, 77, 77, 78, 78, 78, 78, 78
WK050312, Wijk 12 Vrijenban, 8545, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 6, 7, 8, 9, 11, 13, 17, 21, 23, 28, 33, 37, 41, 45, 50, 54, 61, 64, 66, 67, 68, 68, 69, 69, 70, 70, 70, 70, 71, 71, 71, 72, 72, 72, 73, 73, 73, 73, 74, 74, 74, 74, 74
WK034201, Wijk 01 't Hart-Soestdijk, 8512, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 9, 11, 12, 13, 15, 18, 21, 26, 31, 36, 40, 46, 50, 57, 61, 64, 68, 72, 73, 75, 76, 76, 77, 77, 77, 78, 78, 78, 78, 79, 79, 79, 80, 80, 80, 80, 81, 81, 81, 81, 81, 81, 81
WK010603, Wijk 03 Assen Oost, 8523, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 9, 10, 11, 11, 12, 14, 17, 20, 23, 27, 31, 33, 37, 43, 48, 52, 57, 62, 64, 67, 71, 72, 73, 74, 74, 74, 75, 75, 75, 76, 76, 76, 76, 76, 77, 77, 77, 78, 78, 78, 78, 78, 78, 78, 78, 79
WK090703, Wijk 03 Gennep, 8508, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 8, 8, 9, 11, 13, 15, 18, 24, 27, 31, 36, 39, 42, 46, 48, 54, 59, 63, 66, 68, 69, 70, 71, 72, 72, 73, 73, 73, 73, 74, 74, 74, 74, 75, 75, 75, 75, 75, 76, 76, 76, 76, 76, 76, 76
WK028103, Tiel-Zuid, 8497, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 9, 11, 14, 19, 24, 29, 34, 36, 40, 47, 53, 54, 62, 66, 68, 70, 71, 71, 72, 72, 72, 73, 73, 73, 74, 74, 74, 74, 75, 75, 75, 75, 76, 76, 76, 76, 76, 76, 76
WK190300, Wijk 00 Eijsden, 8456, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 8, 9, 9, 10, 10, 14, 17, 21, 25, 32, 39, 42, 46, 49, 52, 58, 65, 70, 73, 76, 77, 79, 80, 80, 81, 81, 81, 81, 82, 82, 82, 82, 82, 83, 83, 83, 83, 83, 83, 84, 84, 84, 84, 84, 84
WK043904, Wijk 04 Gors, 8530, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 7, 9, 13, 16, 20, 24, 27, 30, 33, 36, 42, 49, 53, 57, 61, 65, 66, 66, 67, 68, 68, 69, 69, 69, 70, 70, 70, 70, 71, 71, 71, 71, 72, 72, 72, 72, 72, 72, 72, 72, 72
WK050201, Capelle West en 's Gravenland, 8429, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 9, 10, 12, 15, 20, 24, 30, 34, 39, 45, 51, 56, 60, 63, 68, 69, 71, 71, 72, 72, 73, 73, 73, 73, 73, 74, 74, 74, 74, 75, 75, 75, 75, 75, 76, 76, 76, 76, 76, 76
WK056903, Wijk 03 Ter Aar, 8445, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 7, 8, 9, 11, 14, 17, 20, 25, 29, 34, 38, 42, 47, 52, 56, 61, 66, 70, 71, 72, 73, 74, 74, 75, 75, 75, 76, 76, 76, 76, 77, 77, 77, 78, 78, 78, 78, 79, 79, 80, 80, 80, 80
WK051811, Wijk 11 Duinoord, 8479, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 11, 14, 17, 21, 25, 28, 34, 40, 46, 52, 58, 62, 63, 65, 66, 67, 67, 68, 68, 69, 69, 69, 70, 70, 70, 71, 71, 71, 71, 72, 72, 72, 72, 72, 72, 72, 72
WK040005, Wijk 05 De Schooten, 8421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 12, 14, 16, 19, 22, 25, 30, 37, 40, 43, 45, 53, 55, 59, 64, 65, 67, 69, 70, 71, 71, 71, 72, 72, 72, 72, 73, 73, 73, 73, 74, 74, 74, 75, 75, 75, 75, 75, 76, 76, 76, 76, 76
