regionCode, title, population, 2021-01-04, 2021-01-11, 2021-01-18, 2021-01-25, 2021-02-01, 2021-02-08, 2021-02-15, 2021-02-22, 2021-03-01, 2021-03-08, 2021-03-15, 2021-03-22, 2021-03-29, 2021-04-05, 2021-04-12, 2021-04-19, 2021-04-26, 2021-05-03, 2021-05-10, 2021-05-17, 2021-05-24, 2021-05-31, 2021-06-07, 2021-06-14, 2021-06-21, 2021-06-28, 2021-07-05, 2021-07-12, 2021-07-19, 2021-07-26, 2021-08-02, 2021-08-09, 2021-08-16, 2021-08-23, 2021-08-30, 2021-09-06, 2021-09-13, 2021-09-20, 2021-09-27, 2021-10-04, 2021-10-11, 2021-10-18, 2021-10-25, 2021-11-01, 2021-11-08, 2021-11-15, 2021-11-22, 2021-11-29, 2021-12-06, 2021-12-13, 2021-12-20, 2021-12-27, 2022-01-03, 2022-01-10, 2022-01-17, 2022-01-24, 2022-01-31
WK003402, Wijk 02 Almere Stad, 95642, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 10, 14, 18, 21, 27, 30, 32, 38, 42, 46, 51, 56, 58, 59, 60, 60, 61, 61, 62, 62, 62, 63, 63, 64, 64, 64, 64, 65, 65, 65, 66, 66, 66, 66, 66, 66, 66
WK003406, Wijk 06 Almere Pampus, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 10, 14, 18, 21, 27, 30, 32, 38, 42, 46, 51, 56, 58, 59, 60, 60, 61, 61, 62, 62, 62, 63, 63, 64, 64, 64, 64, 65, 65, 65, 66, 66, 66, 66, 66, 66, 66
WK059914, Prins Alexander, 84906, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 8, 9, 11, 13, 15, 18, 22, 25, 29, 33, 37, 40, 46, 51, 55, 58, 61, 62, 63, 64, 65, 65, 66, 66, 66, 66, 67, 67, 67, 67, 68, 68, 68, 68, 69, 69, 69, 69, 69, 69, 69, 69
WK039401, Hoofddorp, 68898, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 8, 9, 12, 14, 19, 22, 25, 29, 32, 39, 45, 49, 54, 60, 64, 66, 67, 67, 68, 69, 69, 70, 70, 70, 71, 71, 71, 72, 72, 72, 72, 73, 73, 73, 73, 73, 74, 74, 74, 74
WK059910, Feijenoord, 67766, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 9, 11, 13, 15, 19, 22, 24, 28, 32, 34, 38, 41, 43, 43, 44, 44, 45, 46, 46, 47, 47, 47, 48, 48, 48, 49, 49, 49, 50, 50, 50, 50, 50, 50, 50, 50, 51
WK059903, Delfshaven, 67718, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 9, 11, 14, 18, 21, 23, 28, 31, 36, 40, 44, 45, 46, 47, 47, 48, 49, 49, 49, 50, 50, 50, 51, 51, 51, 52, 52, 52, 53, 53, 53, 53, 53, 53, 53, 53
WK059915, Charlois, 60519, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 9, 11, 13, 15, 19, 21, 23, 27, 30, 33, 36, 40, 41, 42, 43, 43, 44, 44, 45, 45, 45, 46, 46, 47, 47, 47, 48, 48, 48, 49, 49, 49, 49, 49, 49, 49, 49
WK059912, IJsselmonde, 53147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 8, 8, 10, 12, 14, 17, 19, 22, 27, 30, 32, 36, 39, 42, 45, 48, 49, 50, 51, 51, 52, 52, 53, 53, 53, 54, 54, 54, 55, 55, 55, 56, 56, 56, 56, 56, 56, 56, 57, 57, 57
WK059908, Kralingen-Crooswijk, 49637, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 8, 10, 11, 13, 16, 18, 22, 26, 29, 33, 37, 41, 46, 50, 51, 52, 53, 54, 54, 55, 55, 56, 56, 56, 57, 57, 57, 58, 58, 58, 59, 59, 59, 59, 59, 59, 60, 60, 60
WK003403, Wijk 03 Almere Buiten, 49585, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 9, 13, 15, 21, 27, 30, 32, 37, 41, 45, 50, 54, 57, 58, 59, 59, 60, 60, 61, 61, 62, 62, 62, 63, 63, 64, 64, 64, 65, 65, 65, 65, 65, 65, 66, 66, 66
WK059905, Noord, 47554, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 9, 12, 14, 16, 20, 24, 27, 32, 36, 42, 49, 54, 55, 56, 57, 58, 58, 59, 59, 60, 60, 60, 60, 61, 61, 61, 62, 62, 62, 62, 62, 63, 63, 63, 63, 63, 63
WK034410, Wijk 10 Vleuten-De Meern, 42058, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 8, 9, 12, 16, 19, 22, 28, 32, 36, 40, 51, 55, 61, 66, 70, 71, 73, 75, 75, 76, 76, 76, 77, 77, 77, 78, 78, 78, 78, 79, 79, 79, 79, 80, 80, 80, 80, 80, 80, 80
WK009000, Wijk 00 Drachten, 39804, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 8, 9, 11, 13, 14, 17, 21, 24, 29, 32, 34, 41, 44, 49, 53, 57, 59, 63, 65, 66, 67, 67, 68, 68, 68, 69, 69, 69, 69, 70, 70, 70, 70, 71, 71, 71, 72, 72, 72, 72, 72, 72, 72
WK034402, Wijk 02 Noordwest, 39650, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 11, 14, 16, 21, 26, 31, 34, 40, 43, 51, 61, 66, 67, 68, 69, 69, 70, 70, 70, 71, 71, 71, 72, 72, 72, 72, 73, 73, 73, 74, 74, 74, 74, 74, 74, 74, 74
WK051838, Wijk 38 Laakkwartier en Spoorwijk, 39059, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 9, 12, 15, 17, 20, 23, 27, 31, 36, 39, 40, 41, 42, 43, 43, 44, 44, 45, 45, 46, 46, 47, 47, 47, 48, 48, 49, 49, 49, 49, 49, 49, 49, 50, 50
WK059906, Hillegersberg-Schiebroek, 38405, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 7, 8, 10, 11, 13, 15, 18, 21, 25, 30, 34, 38, 41, 48, 53, 57, 61, 64, 67, 68, 69, 69, 70, 71, 71, 71, 72, 72, 72, 72, 73, 73, 73, 73, 74, 74, 74, 74, 74, 74, 74, 74, 74
WK059901, Rotterdam Centrum, 36447, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 9, 10, 12, 14, 17, 21, 25, 28, 33, 37, 43, 50, 54, 56, 57, 57, 58, 59, 59, 60, 60, 60, 61, 61, 61, 62, 62, 62, 63, 63, 63, 63, 64, 64, 64, 64, 64, 64
WK034409, Wijk 09 Leidsche Rijn, 36000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 10, 12, 14, 19, 24, 27, 31, 40, 45, 52, 59, 64, 65, 67, 68, 68, 69, 69, 69, 70, 70, 71, 71, 71, 71, 72, 72, 72, 73, 73, 73, 73, 73, 73, 73, 73, 74
WK034408, Wijk 08 Zuidwest, 35164, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 8, 10, 12, 15, 20, 24, 28, 31, 36, 38, 44, 54, 59, 59, 61, 61, 62, 62, 63, 63, 64, 64, 64, 65, 65, 65, 65, 66, 66, 66, 67, 67, 67, 67, 67, 67, 67, 67
WK034404, Wijk 04 Noordoost, 35038, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 9, 11, 15, 18, 23, 28, 34, 40, 44, 52, 56, 62, 70, 76, 77, 78, 79, 80, 80, 81, 81, 81, 82, 82, 82, 82, 82, 83, 83, 83, 84, 84, 84, 84, 85, 85, 85, 85, 85
WK093502, Wijk 02 Buitenwijk West, 33112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 8, 8, 8, 11, 14, 17, 21, 27, 32, 36, 40, 42, 44, 49, 53, 56, 59, 62, 63, 64, 65, 66, 66, 66, 67, 67, 67, 68, 68, 68, 68, 69, 69, 69, 69, 70, 70, 70, 70, 70, 70, 70, 70
WK085601, Wijk 01 Uden, 32974, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 7, 8, 9, 10, 13, 17, 22, 27, 31, 35, 38, 43, 45, 52, 56, 62, 66, 69, 70, 72, 73, 73, 73, 74, 74, 74, 75, 75, 75, 75, 76, 76, 76, 77, 77, 77, 77, 77, 78, 78, 78, 78, 78
WK016600, Wijk 00 Kampen, 32749, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 7, 7, 8, 9, 12, 16, 20, 23, 27, 32, 39, 42, 47, 51, 54, 61, 64, 65, 67, 68, 68, 69, 70, 70, 70, 70, 71, 71, 72, 72, 72, 73, 73, 73, 74, 74, 74, 74, 74, 74, 74, 74
WK026802, Wijk 02 Nijmegen-Oost, 32165, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 7, 8, 8, 10, 13, 16, 20, 25, 29, 34, 39, 44, 48, 53, 57, 60, 67, 73, 74, 75, 76, 76, 77, 77, 78, 78, 78, 78, 79, 79, 79, 79, 79, 80, 80, 80, 81, 81, 81, 81, 81, 81, 81
WK059916, Hoogvliet, 31425, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 8, 9, 10, 12, 14, 16, 19, 22, 27, 32, 36, 39, 43, 47, 50, 53, 56, 57, 58, 59, 59, 60, 60, 60, 61, 61, 61, 62, 62, 62, 62, 63, 63, 63, 63, 63, 64, 64, 64, 64, 64, 64
WK190001, Wijk 01 Sneek, 31299, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 9, 10, 12, 14, 16, 22, 25, 28, 32, 34, 41, 45, 50, 54, 57, 59, 62, 64, 65, 66, 66, 67, 67, 68, 68, 68, 69, 69, 69, 69, 70, 70, 70, 71, 71, 71, 71, 71, 71, 71, 72, 72
WK029601, Wijk 01 Wijchen kern, 30287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 7, 8, 10, 12, 15, 20, 25, 30, 36, 40, 43, 47, 54, 60, 65, 69, 74, 75, 76, 77, 77, 78, 78, 79, 79, 79, 80, 80, 80, 80, 80, 81, 81, 81, 82, 82, 82, 82, 82, 82, 82, 82
WK015306, Wijk 06 Enschede-Zuid, 29926, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 7, 9, 11, 14, 17, 20, 23, 26, 29, 36, 39, 44, 48, 51, 54, 58, 59, 60, 61, 61, 62, 62, 63, 63, 63, 64, 64, 65, 65, 65, 65, 66, 66, 66, 66, 67, 67, 67, 67, 67, 67
WK034403, Wijk 03 Overvecht, 29818, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 8, 10, 13, 16, 18, 23, 26, 30, 32, 36, 38, 43, 48, 52, 52, 53, 54, 54, 55, 55, 56, 56, 56, 57, 57, 57, 58, 58, 58, 59, 59, 59, 59, 59, 60, 60, 60, 60, 60
WK035300, Wijk 00 IJsselstein, 29699, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 7, 8, 10, 13, 17, 21, 24, 30, 33, 38, 42, 46, 54, 58, 62, 66, 71, 72, 73, 74, 75, 75, 75, 76, 76, 77, 77, 77, 77, 77, 78, 78, 78, 79, 79, 79, 79, 79, 79, 79, 80, 80
WK034405, Wijk 05 Oost, 29557, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 10, 13, 16, 20, 25, 30, 36, 40, 46, 49, 54, 64, 70, 71, 73, 73, 74, 75, 75, 75, 76, 76, 76, 77, 77, 77, 78, 78, 78, 79, 79, 79, 79, 80, 80, 80, 80, 80
WK194804, Veghel, 29503, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 7, 8, 8, 10, 12, 18, 22, 26, 30, 33, 36, 41, 44, 52, 56, 62, 66, 69, 70, 71, 72, 73, 73, 74, 74, 74, 75, 75, 75, 75, 76, 76, 76, 77, 77, 77, 77, 78, 78, 78, 78, 78, 78
WK020354, Wijk 54 Barneveld, 29208, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 9, 10, 11, 13, 16, 19, 24, 28, 29, 32, 37, 40, 42, 47, 51, 52, 53, 54, 54, 55, 55, 55, 55, 56, 56, 56, 57, 57, 57, 58, 58, 58, 58, 59, 59, 59, 59, 59, 59, 59
WK075805, Breda west, 28831, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 8, 10, 13, 16, 21, 25, 28, 32, 35, 38, 44, 48, 53, 59, 65, 65, 67, 68, 68, 69, 70, 70, 70, 71, 71, 71, 71, 72, 72, 72, 72, 73, 73, 73, 73, 73, 73, 74, 74, 74
WK059000, Wijk 00 Papendrecht, 28490, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 8, 9, 11, 12, 15, 19, 24, 28, 32, 38, 43, 47, 52, 56, 59, 63, 67, 68, 69, 70, 70, 71, 71, 72, 72, 72, 72, 73, 73, 73, 74, 74, 74, 75, 75, 75, 75, 75, 75, 75, 76, 76
WK188305, Wijk 05 Geleen, 28515, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 8, 9, 9, 11, 14, 19, 22, 26, 31, 36, 39, 42, 44, 50, 53, 57, 60, 64, 65, 66, 67, 67, 68, 68, 68, 69, 69, 69, 69, 70, 70, 70, 71, 71, 71, 71, 71, 72, 72, 72, 72, 72, 72
WK093504, Wijk 04 Buitenwijk Oost, 27894, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 7, 7, 8, 10, 13, 16, 20, 25, 30, 34, 38, 41, 43, 49, 54, 57, 60, 64, 65, 67, 68, 68, 69, 69, 69, 70, 70, 70, 71, 71, 71, 72, 72, 72, 72, 73, 73, 73, 73, 73, 73, 73, 73
WK039402, Nieuw-Vennep, 27589, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 7, 9, 10, 12, 15, 19, 22, 24, 28, 31, 38, 44, 50, 54, 59, 64, 66, 68, 69, 70, 70, 71, 71, 71, 72, 72, 72, 73, 73, 73, 74, 74, 74, 75, 75, 75, 75, 76, 76, 76, 76
WK086700, Wijk 00 Waalwijk, 27228, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 7, 8, 8, 10, 13, 18, 23, 26, 30, 33, 36, 40, 43, 49, 52, 56, 61, 64, 66, 68, 68, 68, 69, 69, 69, 70, 70, 71, 71, 71, 72, 72, 72, 73, 73, 73, 73, 74, 74, 74, 74, 74, 74
WK075300, Wijk 00 Best, 27264, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 7, 8, 10, 13, 19, 23, 27, 31, 33, 38, 43, 47, 53, 58, 62, 67, 70, 72, 73, 75, 75, 75, 76, 76, 76, 76, 77, 77, 77, 77, 78, 78, 78, 79, 79, 79, 79, 79, 79, 79, 79, 79
WK007401, Wijk 01 Heerenveen, 26838, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 8, 9, 10, 11, 14, 17, 20, 24, 27, 31, 33, 41, 44, 49, 54, 58, 62, 65, 67, 69, 70, 70, 71, 71, 72, 72, 72, 73, 73, 73, 73, 74, 74, 74, 74, 75, 75, 75, 75, 75, 75, 75, 75
WK051829, Wijk 29 Schildersbuurt, 26648, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 9, 12, 15, 17, 20, 23, 26, 29, 31, 33, 34, 35, 36, 36, 37, 37, 38, 38, 39, 40, 40, 41, 41, 42, 42, 42, 43, 43, 43, 43, 44, 44, 44, 44, 44
WK066401, Wijk 01 Goes, 26542, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 9, 10, 11, 11, 12, 13, 15, 19, 22, 26, 30, 34, 37, 41, 43, 46, 50, 55, 59, 63, 66, 68, 69, 70, 70, 71, 71, 71, 72, 72, 72, 73, 73, 73, 73, 73, 74, 74, 74, 74, 74, 75, 75, 75, 75, 75
WK036394, Bijlmer Oost (E, NaN, 26235, 26235, 26235, 26235, 26235, 26235, 26235, 26235, 26235, 26235, 26235, 26235, 26235, 26235, 26235, 26235, 26235, 26235, 26235, 26235, 26235, 26235, 26235, 26235, 26235, 26235, 26235, 26235, 26235, 26235, 26235, 26235, 26235, 26235, 26235, 26235, 26235, 26235, 26235, 26235, 26235, 26235, 26235, 26235, 26235, 26235, 26235, 26235, 26235, 26235, 26235, 26235, 26235, 26235, 26235, 26235, 26235
WK177100, Wijk 00 Geldrop, 26001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 8, 8, 9, 11, 13, 18, 23, 29, 32, 35, 39, 43, 47, 53, 56, 59, 63, 66, 68, 69, 70, 71, 71, 71, 72, 72, 72, 73, 73, 73, 73, 74, 74, 74, 74, 75, 75, 75, 75, 75, 75, 75, 75
WK054200, Wijk 00 Krimpen aan den IJssel, 25819, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 9, 10, 12, 14, 17, 20, 25, 28, 31, 37, 40, 43, 48, 52, 55, 57, 61, 62, 63, 64, 64, 64, 65, 65, 65, 66, 66, 66, 66, 66, 67, 67, 67, 67, 68, 68, 68, 68, 68, 68, 69, 69
WK034401, Wijk 01 West, 25604, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 9, 11, 14, 17, 21, 26, 31, 35, 42, 46, 53, 63, 68, 69, 71, 71, 72, 73, 73, 73, 74, 74, 74, 74, 75, 75, 75, 75, 76, 76, 76, 77, 77, 77, 77, 77, 77, 77
WK015300, Wijk 00 Binnensingelgebied, 25347, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 8, 10, 13, 15, 18, 20, 22, 26, 31, 34, 40, 43, 48, 53, 60, 62, 62, 63, 64, 65, 65, 66, 66, 67, 67, 68, 68, 68, 69, 69, 69, 70, 70, 70, 70, 71, 71, 71, 71, 71
WK041600, Wijk 00, 25314, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 7, 8, 9, 10, 13, 16, 20, 24, 28, 31, 34, 41, 46, 52, 57, 60, 63, 66, 68, 69, 70, 70, 71, 71, 71, 72, 72, 72, 73, 73, 73, 73, 74, 74, 74, 75, 75, 75, 75, 75, 75, 75, 75
WK086100, Wijk 00 Veldhoven, 25116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 8, 9, 10, 11, 13, 17, 22, 27, 32, 35, 38, 43, 46, 49, 56, 60, 63, 68, 70, 72, 74, 74, 75, 75, 75, 76, 76, 76, 77, 77, 77, 78, 78, 78, 79, 79, 79, 79, 79, 79, 80, 80, 80, 80
WK051833, Wijk 33 Bouwlust en Vrederust, 24525, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 8, 10, 13, 15, 18, 21, 24, 28, 31, 34, 37, 40, 42, 43, 44, 45, 45, 45, 46, 47, 47, 48, 48, 49, 49, 50, 50, 50, 51, 51, 51, 52, 52, 52, 52, 52, 52, 52
WK026701, Nijkerk-stad, 24164, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 9, 10, 12, 14, 17, 21, 25, 31, 36, 39, 43, 48, 52, 56, 61, 65, 67, 69, 69, 70, 70, 71, 71, 71, 72, 72, 72, 73, 73, 73, 74, 74, 75, 75, 75, 75, 75, 76, 76, 76, 76
WK034407, Wijk 07 Zuid, 24065, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 10, 13, 16, 18, 24, 29, 34, 37, 45, 49, 55, 64, 68, 69, 71, 71, 72, 72, 73, 73, 73, 74, 74, 74, 74, 75, 75, 75, 75, 76, 76, 76, 76, 77, 77, 77, 77, 77
WK192601, Pijnacker, 24011, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 7, 8, 9, 11, 14, 18, 22, 26, 31, 35, 39, 43, 51, 56, 63, 67, 71, 72, 73, 75, 75, 75, 76, 76, 77, 77, 77, 78, 78, 78, 78, 79, 79, 79, 79, 80, 80, 80, 80, 80, 80, 80
WK023300, Wijk 00 Ermelo, 23690, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 9, 10, 11, 12, 14, 16, 20, 24, 29, 32, 36, 40, 43, 45, 51, 54, 57, 60, 64, 65, 66, 67, 68, 68, 69, 69, 70, 70, 70, 70, 71, 71, 71, 71, 72, 72, 73, 73, 73, 73, 73, 73, 73, 73
WK029900, Zevenaar, 23239, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 8, 9, 9, 10, 12, 17, 23, 29, 33, 40, 43, 46, 48, 54, 59, 65, 70, 73, 75, 76, 76, 77, 77, 77, 78, 78, 79, 79, 79, 79, 80, 80, 80, 80, 81, 81, 81, 81, 81, 81, 81, 81, 81
WK017101, Wijk 01 Emmeloord, 23166, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 7, 7, 8, 9, 12, 15, 18, 23, 27, 31, 34, 36, 39, 45, 51, 56, 59, 61, 62, 64, 65, 66, 66, 67, 67, 68, 68, 68, 69, 69, 69, 69, 70, 70, 70, 71, 71, 71, 71, 71, 71, 71, 71
WK051842, Wijk 42 Ypenburg, 22962, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 10, 13, 15, 20, 25, 29, 35, 42, 47, 51, 55, 59, 61, 63, 64, 65, 65, 66, 66, 67, 67, 67, 68, 68, 68, 69, 69, 69, 69, 70, 70, 70, 70, 70, 70, 70, 70
WK001400, Centrum, 22653, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 9, 12, 14, 17, 23, 31, 35, 37, 40, 44, 51, 58, 60, 61, 62, 63, 64, 64, 65, 65, 65, 66, 66, 66, 67, 67, 68, 68, 69, 69, 70, 70, 70, 70, 70, 70, 70
WK011850, Wijk 50 Hoogeveen, 22755, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 9, 10, 10, 11, 13, 13, 17, 22, 26, 30, 33, 39, 42, 45, 49, 52, 56, 60, 63, 63, 64, 65, 65, 66, 66, 66, 67, 67, 67, 68, 68, 69, 69, 69, 70, 70, 71, 71, 71, 71, 71, 71, 71, 71
WK062600, Wijk 00, 22608, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 8, 8, 9, 10, 11, 13, 15, 18, 22, 27, 31, 35, 38, 43, 49, 56, 61, 65, 69, 73, 75, 76, 77, 78, 78, 78, 79, 79, 80, 80, 80, 80, 80, 81, 81, 81, 82, 82, 82, 82, 82, 83, 83, 83, 83
WK075700, Wijk 00 Boxtel, 22583, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 7, 8, 9, 10, 12, 14, 19, 24, 29, 32, 35, 39, 43, 47, 51, 57, 61, 65, 68, 70, 71, 73, 73, 74, 74, 75, 75, 75, 76, 76, 76, 77, 77, 77, 78, 78, 78, 78, 78, 79, 79, 79, 79, 79
WK075801, Breda noord, 22375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 9, 12, 15, 19, 21, 25, 28, 30, 33, 38, 42, 47, 53, 57, 57, 59, 60, 60, 60, 61, 61, 62, 62, 63, 63, 63, 64, 64, 64, 64, 65, 65, 65, 65, 65, 66, 66, 66, 66
WK076200, Wijk 00 Deurne, 22460, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 7, 8, 9, 9, 10, 12, 16, 20, 26, 31, 34, 37, 42, 45, 49, 55, 61, 65, 68, 70, 72, 73, 74, 74, 74, 74, 75, 75, 75, 76, 76, 76, 76, 77, 77, 77, 77, 78, 78, 78, 78, 78, 78, 78, 78
WK020005, Zuidoost, 22324, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 6, 7, 9, 10, 13, 18, 24, 28, 34, 39, 42, 44, 52, 58, 60, 63, 67, 68, 70, 71, 71, 72, 72, 72, 73, 73, 73, 73, 74, 74, 74, 74, 75, 75, 75, 75, 75, 75, 76, 76, 76, 76
WK075806, Breda noord-west, 22211, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 10, 15, 20, 24, 29, 34, 37, 40, 47, 52, 57, 63, 67, 68, 69, 70, 71, 71, 72, 72, 72, 73, 73, 73, 73, 73, 74, 74, 74, 74, 75, 75, 75, 75, 75, 75, 75, 75
WK057900, Wijk 00 Oegstgeest, 22086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 7, 8, 8, 9, 10, 12, 14, 18, 21, 26, 30, 34, 38, 43, 48, 55, 60, 65, 69, 74, 76, 77, 78, 79, 79, 80, 80, 81, 81, 81, 81, 81, 82, 82, 82, 82, 83, 83, 83, 83, 83, 84, 84, 84, 84
WK196300, Oud-Beijerland, 21896, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 8, 8, 10, 12, 15, 19, 23, 27, 31, 34, 40, 43, 50, 53, 57, 60, 65, 66, 68, 68, 69, 69, 70, 70, 71, 71, 71, 72, 72, 72, 72, 73, 73, 73, 73, 73, 74, 74, 74, 74, 74, 74
WK036393, Bijlmer Centrum (D, NaN, 21930, 21930, 21930, 21930, 21930, 21930, 21930, 21930, 21930, 21930, 21930, 21930, 21930, 21930, 21930, 21930, 21930, 21930, 21930, 21930, 21930, 21930, 21930, 21930, 21930, 21930, 21930, 21930, 21930, 21930, 21930, 21930, 21930, 21930, 21930, 21930, 21930, 21930, 21930, 21930, 21930, 21930, 21930, 21930, 21930, 21930, 21930, 21930, 21930, 21930, 21930, 21930, 21930, 21930, 21930, 21930, 21930
